node_1,node_2
6312,6373
6429,6370
6373,6432
6487,6429
6432,6490
6543,6487
6490,6546
6598,6543
6546,6601
6651,6598
6601,6654
6703,6651
6654,6706
6753,6703
6706,6756
6802,6753
6756,6805
6849,6802
6805,6852
6895,6849
6852,6898
6940,6895
6898,6943
6982,6940
6943,6985
7023,6982
6985,7026
7062,7023
7026,7065
7100,7062
7065,7103
7136,7100
7103,7139
7171,7136
7139,7174
7204,7171
7174,7207
7236,7204
7207,7239
7266,7236
7239,7269
7295,7266
7269,7298
7322,7295
7298,7325
7348,7322
7325,7351
7372,7348
7351,7375
7395,7372
7375,7398
7416,7395
7398,7419
7436,7416
7419,7439
7454,7436
7439,7457
7471,7454
7457,7474
7486,7471
7474,7489
7500,7486
7489,7503
7512,7500
7503,7515
7522,7512
7515,7525
7531,7522
7525,7534
7538,7531
7534,7541
7544,7538
7541,7546
7548,7544
7546,7550
7551,7548
7550,7552
7552,7551
0,1
3,0
1,4
7,3
4,8
13,7
8,14
20,13
14,21
29,20
21,30
39,29
30,40
51,39
40,52
65,51
52,66
80,65
66,81
97,80
81,98
115,97
98,116
135,115
116,136
156,135
136,157
179,156
157,180
203,179
180,204
204,205
230,203
205,231
231,232
259,230
232,260
260,261
291,259
261,292
292,293
325,291
293,326
326,327
362,325
327,363
363,364
401,362
364,402
402,403
443,401
403,444
444,445
487,443
445,488
533,487
488,534
534,535
581,533
535,582
582,583
632,581
583,633
633,634
686,632
634,687
687,688
742,686
688,743
743,744
801,742
744,802
802,803
862,801
803,863
863,864
926,862
864,927
927,928
992,926
928,993
993,994
1061,992
994,1062
1131,1061
1062,1132
1132,1133
1204,1131
1133,1205
1205,1206
1279,1204
1206,1280
1280,1281
1357,1279
1281,1358
1358,1359
1437,1357
1359,1438
1438,1439
1520,1437
1439,1521
1521,1522
1605,1520
1522,1606
1606,1607
1693,1605
1607,1694
1694,1695
1783,1693
1695,1784
1784,1785
1876,1783
1785,1877
1971,1876
1877,1972
1972,1973
2068,1971
1973,2069
2069,2070
2168,2068
2070,2169
2169,2170
2270,2168
2170,2273
2375,2270
2273,2378
2479,2375
2378,2482
2582,2479
2482,2585
2684,2582
2585,2687
2786,2684
2687,2789
2888,2786
2789,2891
2989,2888
2891,2992
3089,2989
2992,3092
3189,3089
3092,3192
3289,3189
3192,3292
3389,3289
3292,3392
3487,3389
3392,3490
3585,3487
3490,3588
3682,3585
3588,3685
3779,3682
3685,3782
3875,3779
3782,3878
3971,3875
3878,3974
4067,3971
3974,4070
4163,4067
4070,4166
4259,4163
4166,4262
4355,4259
4262,4358
4451,4355
4358,4454
4547,4451
4454,4550
4643,4547
4550,4646
4739,4643
4646,4742
4835,4739
4742,4838
4931,4835
4838,4934
5027,4931
4934,5030
5123,5027
5030,5126
5219,5123
5126,5222
5315,5219
5222,5318
5411,5315
5318,5414
5507,5411
5414,5510
5603,5507
5510,5606
5699,5603
5606,5702
5795,5699
5702,5798
5891,5795
5798,5894
5987,5891
5894,5990
6083,5987
5990,6086
6179,6083
6086,6182
6275,6179
6182,6278
6371,6275
6278,6374
6467,6371
6374,6470
6563,6467
6470,6566
6659,6563
6566,6662
6755,6659
6662,6758
6851,6755
6758,6854
6947,6851
6854,6950
7043,6947
6950,7046
7139,7043
7046,7142
7235,7139
7142,7238
7331,7235
7238,7334
7427,7331
7334,7430
7523,7427
7430,7526
7619,7523
7526,7622
7715,7619
7622,7718
7811,7715
7718,7814
7907,7811
7814,7910
8003,7907
7910,8006
8099,8003
8006,8102
8195,8099
8102,8198
8291,8195
8198,8294
8387,8291
8294,8390
8483,8387
8390,8486
8579,8483
8486,8582
8675,8579
8582,8678
8771,8675
8678,8774
8867,8771
8774,8870
8963,8867
8870,8966
9059,8963
8966,9062
9155,9059
9062,9158
9251,9155
9158,9254
9347,9251
9254,9350
9443,9347
9350,9446
9539,9443
9446,9542
9635,9539
9542,9638
9731,9635
9638,9734
9827,9731
9734,9830
9923,9827
9830,9926
10019,9923
9926,10022
10115,10019
10022,10118
10211,10115
10118,10214
10307,10211
10214,10310
10403,10307
10310,10406
10499,10403
10406,10502
10595,10499
10502,10598
10691,10595
10598,10694
10787,10691
10694,10790
10883,10787
10790,10886
10979,10883
10886,10982
11075,10979
10982,11078
11171,11075
11078,11174
11267,11171
11174,11270
11363,11267
11270,11366
11459,11363
11366,11462
11555,11459
11462,11558
11651,11555
11558,11654
11747,11651
11654,11750
11843,11747
11750,11846
11939,11843
11846,11942
12035,11939
11942,12038
12131,12035
12038,12134
12227,12131
12134,12230
12323,12227
12230,12326
12419,12323
12326,12422
12515,12419
12422,12518
12611,12515
12518,12614
12707,12611
12614,12710
12803,12707
12710,12806
12899,12803
12806,12902
12995,12899
12902,12998
13091,12995
12998,13094
13187,13091
13094,13190
13283,13187
13190,13286
13379,13283
13286,13382
13475,13379
13382,13478
13571,13475
13478,13574
13667,13571
13574,13670
13763,13667
13670,13766
13859,13763
13766,13862
13955,13859
13862,13958
14051,13955
13958,14054
14147,14051
14054,14150
14243,14147
14150,14246
14339,14243
14246,14342
14435,14339
14342,14438
14531,14435
14438,14534
14627,14531
14534,14630
14723,14627
14630,14726
14819,14723
14726,14822
14915,14819
14822,14918
15011,14915
14918,15014
15107,15011
15014,15110
15203,15107
15110,15206
15299,15203
15206,15302
15395,15299
15302,15398
15491,15395
15398,15494
15587,15491
15494,15590
15683,15587
15590,15686
15779,15683
15686,15782
15875,15779
15782,15878
15971,15875
15878,15974
16067,15971
15974,16070
16163,16067
16070,16166
16259,16163
16166,16262
16355,16259
16262,16358
16451,16355
16358,16454
16547,16451
16454,16550
16643,16547
16550,16646
16739,16643
16646,16742
16835,16739
16742,16838
16931,16835
16838,16934
17027,16931
16934,17030
17123,17027
17030,17126
17219,17123
17126,17222
17315,17219
17222,17318
17411,17315
17318,17414
17507,17411
17414,17510
17603,17507
17510,17606
17699,17603
17606,17702
17795,17699
17702,17798
17891,17795
17798,17894
17987,17891
17894,17990
18083,17987
17990,18086
18179,18083
18086,18182
18275,18179
18182,18278
18371,18275
18278,18374
18467,18371
18374,18470
18563,18467
18470,18566
18659,18563
18566,18662
18755,18659
18662,18758
18851,18755
18758,18854
18947,18851
18854,18950
19043,18947
18950,19046
19139,19043
19046,19142
19235,19139
19142,19238
19331,19235
19238,19334
19427,19331
19334,19430
19523,19427
19430,19526
19619,19523
19526,19622
19715,19619
19622,19718
19811,19715
19718,19814
19907,19811
19814,19910
20003,19907
19910,20006
20099,20003
20006,20102
20195,20099
20102,20198
20291,20195
20198,20294
20387,20291
20294,20390
20483,20387
20390,20486
20579,20483
20486,20582
20675,20579
20582,20678
20771,20675
20678,20774
20867,20771
20774,20870
20963,20867
20870,20966
21059,20963
20966,21062
21155,21059
21062,21158
21251,21155
21158,21254
21347,21251
21254,21350
21443,21347
21350,21446
21539,21443
21446,21542
21635,21539
21542,21638
21731,21635
21638,21734
21827,21731
21734,21830
21923,21827
21830,21926
22019,21923
21926,22022
22115,22019
22022,22118
22211,22115
22118,22214
22307,22211
22214,22310
22403,22307
22310,22406
22499,22403
22406,22502
22595,22499
22502,22598
22691,22595
22598,22694
22787,22691
22694,22790
22883,22787
22790,22886
22979,22883
22886,22982
23075,22979
22982,23078
23171,23075
23078,23174
23267,23171
23174,23270
23363,23267
23270,23366
23459,23363
23366,23462
23555,23459
23462,23558
23651,23555
23558,23654
23747,23651
23654,23750
23843,23747
23750,23846
23939,23843
23846,23942
24035,23939
23942,24038
24131,24035
24038,24134
24227,24131
24134,24230
24323,24227
24230,24326
24419,24323
24326,24422
24515,24419
24422,24518
24611,24515
24518,24614
24707,24611
24614,24710
24803,24707
24710,24806
24899,24803
24806,24902
24995,24899
24902,24998
25091,24995
24998,25094
25187,25091
25094,25190
25283,25187
25190,25286
25379,25283
25286,25382
25475,25379
25382,25478
25571,25475
25478,25574
25667,25571
25574,25670
25763,25667
25670,25766
25859,25763
25766,25862
25955,25859
25862,25958
26051,25955
25958,26054
26147,26051
26054,26150
26243,26147
26150,26246
26339,26243
26246,26342
26435,26339
26342,26438
26531,26435
26438,26534
26627,26531
26534,26630
26723,26627
26630,26726
26819,26723
26726,26822
26915,26819
26822,26918
27011,26915
26918,27014
27107,27011
27014,27110
27203,27107
27110,27206
27299,27203
27206,27302
27395,27299
27302,27398
27491,27395
27398,27494
27587,27491
27494,27590
27683,27587
27590,27686
27779,27683
27686,27782
27875,27779
27782,27878
27971,27875
27878,27974
28067,27971
27974,28070
28163,28067
28070,28166
28259,28163
28166,28262
28355,28259
28262,28358
28451,28355
28358,28454
28547,28451
28454,28550
28643,28547
28550,28646
28739,28643
28646,28742
28835,28739
28742,28838
28931,28835
28838,28934
29027,28931
28934,29030
29123,29027
29030,29126
29219,29123
29126,29222
29315,29219
29222,29318
29411,29315
29318,29414
29507,29411
29414,29510
29603,29507
29510,29606
29699,29603
29606,29702
29795,29699
29702,29798
29891,29795
29798,29894
29987,29891
29894,29990
30083,29987
29990,30086
30179,30083
30086,30182
30275,30179
30182,30278
30371,30275
30278,30374
30467,30371
30374,30470
30563,30467
30470,30566
30659,30563
30566,30662
30755,30659
30662,30758
30851,30755
30758,30854
30947,30851
30854,30950
31043,30947
30950,31046
31139,31043
31046,31142
31235,31139
31142,31238
31331,31235
31238,31334
31427,31331
31334,31430
31523,31427
31430,31526
31619,31523
31526,31622
31715,31619
31622,31718
31811,31715
31718,31814
31907,31811
31814,31910
32003,31907
31910,32006
32099,32003
32006,32102
32195,32099
32102,32198
32291,32195
32198,32294
32387,32291
32294,32390
32483,32387
32390,32486
32579,32483
32486,32582
32675,32579
32582,32678
32771,32675
32678,32774
32867,32771
32774,32870
32963,32867
32870,32966
33059,32963
32966,33062
33155,33059
33062,33158
33251,33155
33158,33254
33347,33251
33254,33350
33443,33347
33350,33446
33539,33443
33446,33542
33635,33539
33542,33638
33731,33635
33638,33734
33827,33731
33734,33830
33923,33827
33830,33926
34019,33923
33926,34022
34115,34019
34022,34118
34211,34115
34118,34214
34307,34211
34214,34310
34403,34307
34310,34406
34499,34403
34406,34502
34595,34499
34502,34598
34691,34595
34598,34694
34787,34691
34694,34790
34883,34787
34790,34886
34979,34883
34886,34982
35075,34979
34982,35078
35171,35075
35078,35174
35267,35171
35174,35270
35363,35267
35270,35366
35459,35363
35366,35462
35555,35459
35462,35558
35651,35555
35558,35654
35747,35651
35654,35750
35843,35747
35750,35846
35939,35843
35846,35942
36035,35939
35942,36038
36131,36035
36038,36134
36227,36131
36134,36230
36323,36227
36230,36326
36419,36323
36326,36422
36515,36419
36422,36518
36611,36515
36518,36614
36707,36611
36614,36710
36803,36707
36710,36806
36899,36803
36806,36902
36995,36899
36902,36998
37091,36995
36998,37094
37187,37091
37094,37190
37283,37187
37190,37286
37379,37283
37286,37382
37475,37379
37382,37478
37571,37475
37478,37574
37667,37571
37574,37670
37763,37667
37670,37766
37859,37763
37766,37862
37955,37859
37862,37958
38051,37955
37958,38054
38147,38051
38054,38150
38243,38147
38150,38246
38339,38243
38246,38342
38435,38339
38342,38438
38531,38435
38438,38534
38627,38531
38534,38630
38723,38627
38630,38726
38819,38723
38726,38822
38915,38819
38822,38918
39011,38915
38918,39014
39107,39011
39014,39110
39203,39107
39110,39206
39299,39203
39206,39302
39395,39299
39302,39398
39491,39395
39398,39494
39587,39491
39494,39590
39683,39587
39590,39686
39779,39683
39686,39782
39875,39779
39782,39878
39971,39875
39878,39974
40067,39971
39974,40070
40163,40067
40070,40166
40259,40163
40166,40262
40355,40259
40262,40358
40451,40355
40358,40454
40547,40451
40454,40550
40643,40547
40550,40646
40739,40643
40646,40742
40835,40739
40742,40838
40931,40835
40838,40934
41027,40931
40934,41030
41123,41027
41030,41126
41219,41123
41126,41222
41315,41219
41222,41318
41411,41315
41318,41414
41507,41411
41414,41510
41603,41507
41510,41606
41699,41603
41606,41702
41795,41699
41702,41798
41891,41795
41798,41894
41987,41891
41894,41990
42083,41987
41990,42086
42179,42083
42086,42182
42275,42179
42182,42278
42371,42275
42278,42374
42467,42371
42374,42470
42563,42467
42470,42566
42659,42563
42566,42662
42755,42659
42662,42758
42851,42755
42758,42854
42947,42851
42854,42950
43043,42947
42950,43046
43139,43043
43046,43142
43235,43139
43142,43238
43331,43235
43238,43334
43427,43331
43334,43430
43523,43427
43430,43526
43619,43523
43526,43622
43715,43619
43622,43718
43811,43715
43718,43814
43907,43811
43814,43910
44003,43907
43910,44006
44099,44003
44006,44102
44195,44099
44102,44198
44291,44195
44198,44294
44387,44291
44294,44390
44483,44387
44390,44486
44579,44483
44486,44582
44675,44579
44582,44678
44771,44675
44678,44774
44867,44771
44774,44870
44963,44867
44870,44966
45059,44963
44966,45062
45155,45059
45062,45158
45251,45155
45158,45254
45347,45251
45254,45350
45443,45347
45350,45446
45539,45443
45446,45542
45635,45539
45542,45638
45731,45635
45638,45734
45827,45731
45734,45830
45923,45827
45830,45926
46019,45923
45926,46022
46115,46019
46022,46118
46211,46115
46118,46214
46307,46211
46214,46310
46403,46307
46310,46406
46499,46403
46406,46502
46595,46499
46502,46598
46691,46595
46598,46694
46787,46691
46694,46790
46883,46787
46790,46886
46979,46883
46886,46982
47075,46979
46982,47078
47171,47075
47078,47174
47267,47171
47174,47270
47363,47267
47270,47366
47459,47363
47366,47462
47555,47459
47462,47558
47651,47555
47558,47654
47747,47651
47654,47750
47843,47747
47750,47846
47939,47843
47846,47942
48035,47939
47942,48038
48131,48035
48038,48134
48227,48131
48134,48230
48323,48227
48230,48326
48419,48323
48326,48422
48515,48419
48422,48518
48611,48515
48518,48614
48707,48611
48614,48710
48803,48707
48710,48806
48899,48803
48806,48902
48995,48899
48902,48998
49091,48995
48998,49094
49187,49091
49094,49190
49283,49187
49190,49286
49379,49283
49286,49382
49475,49379
49382,49478
49571,49475
49478,49574
49667,49571
49574,49670
49763,49667
49670,49766
49859,49763
49766,49862
49955,49859
49862,49958
50051,49955
49958,50054
50147,50051
50054,50150
50243,50147
50150,50246
50339,50243
50246,50342
50435,50339
50342,50438
50531,50435
50438,50534
50627,50531
50534,50630
50723,50627
50630,50726
50819,50723
50726,50822
50915,50819
50822,50918
51011,50915
50918,51014
51107,51011
51014,51110
51203,51107
51110,51206
51299,51203
51206,51302
51395,51299
51302,51398
51491,51395
51398,51494
51587,51491
51494,51590
51683,51587
51590,51686
51779,51683
51686,51782
51875,51779
51782,51878
51971,51875
51878,51974
52067,51971
51974,52070
52163,52067
52070,52166
52259,52163
52166,52262
52355,52259
52262,52358
52451,52355
52358,52454
52547,52451
52454,52550
52643,52547
52550,52646
52739,52643
52646,52742
52835,52739
52742,52838
52931,52835
52838,52934
53027,52931
52934,53030
53123,53027
53030,53126
53219,53123
53126,53222
53315,53219
53222,53318
53411,53315
53318,53414
53507,53411
53414,53510
53603,53507
53510,53606
53699,53603
53606,53702
53795,53699
53702,53798
53891,53795
53798,53894
53987,53891
53894,53990
54083,53987
53990,54086
54179,54083
54086,54182
54275,54179
54182,54278
54371,54275
54278,54374
54467,54371
54374,54470
54563,54467
54470,54566
54659,54563
54566,54662
54755,54659
54662,54758
54851,54755
54758,54854
54947,54851
54854,54950
55043,54947
54950,55046
55139,55043
55046,55142
55235,55139
55142,55238
55331,55235
55238,55334
55427,55331
55334,55430
55523,55427
55430,55526
55619,55523
55526,55622
55715,55619
55622,55718
55811,55715
55718,55814
55907,55811
55814,55910
56003,55907
55910,56006
56099,56003
56006,56102
56195,56099
56102,56198
56291,56195
56198,56294
56387,56291
56294,56390
56483,56387
56390,56486
56579,56483
56486,56582
56675,56579
56582,56678
56771,56675
56678,56774
56867,56771
56774,56870
56963,56867
56870,56966
57059,56963
56966,57062
57155,57059
57062,57158
57251,57155
57158,57254
57347,57251
57254,57350
57443,57347
57350,57446
57539,57443
57446,57542
57635,57539
57542,57638
57731,57635
57638,57734
57827,57731
57734,57830
57923,57827
57830,57926
58019,57923
57926,58022
58115,58019
58022,58118
58211,58115
58118,58214
58307,58211
58214,58310
58403,58307
58310,58406
58499,58403
58406,58502
58595,58499
58502,58598
58691,58595
58598,58694
58787,58691
58694,58790
58883,58787
58790,58886
58979,58883
58886,58982
59075,58979
58982,59078
59171,59075
59078,59174
59267,59171
59174,59270
59363,59267
59270,59366
59459,59363
59366,59462
59555,59459
59462,59558
59651,59555
59558,59654
59747,59651
59654,59750
59843,59747
59750,59846
59939,59843
59846,59942
60035,59939
59942,60038
60131,60035
60038,60134
60227,60131
60134,60230
60323,60227
60230,60326
60419,60323
60326,60422
60515,60419
60422,60518
60611,60515
60518,60614
60707,60611
60614,60710
60803,60707
60710,60806
60899,60803
60806,60902
60995,60899
60902,60998
61091,60995
60998,61094
61187,61091
61094,61190
61283,61187
61190,61286
61379,61283
61286,61382
61475,61379
61382,61478
61571,61475
61478,61574
61667,61571
61574,61670
61763,61667
61670,61766
61859,61763
61766,61862
61955,61859
61862,61958
62051,61955
61958,62054
62147,62051
62054,62150
62243,62147
62150,62246
62339,62243
62246,62342
62435,62339
62342,62438
62531,62435
62438,62534
62627,62531
62534,62630
62723,62627
62630,62726
62819,62723
62726,62822
62915,62819
62822,62918
63011,62915
62918,63014
63107,63011
63014,63110
63203,63107
63110,63206
63299,63203
63206,63302
63395,63299
63302,63398
63491,63395
63398,63494
63587,63491
63494,63590
63683,63587
63590,63686
63779,63683
63686,63782
63875,63779
63782,63878
63971,63875
63878,63974
64067,63971
63974,64070
64163,64067
64070,64166
64259,64163
64166,64262
64355,64259
64262,64358
64451,64355
64358,64454
64547,64451
64454,64550
64643,64547
64550,64646
64739,64643
64646,64742
64835,64739
64742,64838
64931,64835
64838,64934
65027,64931
64934,65030
65123,65027
65030,65126
65219,65123
65126,65222
65315,65219
65222,65318
65411,65315
65318,65414
65507,65411
65414,65510
65603,65507
65510,65606
65699,65603
65606,65702
65795,65699
65702,65798
65891,65795
65798,65894
65987,65891
65894,65990
66083,65987
65990,66086
66179,66083
66086,66182
66275,66179
66182,66278
66371,66275
66278,66374
66467,66371
66374,66470
66563,66467
66470,66566
66659,66563
66566,66662
66755,66659
66662,66758
66851,66755
66758,66854
66947,66851
66854,66950
67043,66947
66950,67046
67139,67043
67046,67142
67235,67139
67142,67238
67331,67235
67238,67334
67427,67331
67334,67430
67523,67427
67430,67526
67619,67523
67526,67622
67715,67619
67622,67718
67811,67715
67718,67814
67907,67811
67814,67910
68003,67907
67910,68006
68099,68003
68006,68102
68195,68099
68102,68198
68291,68195
68198,68294
68387,68291
68294,68390
68483,68387
68390,68486
68579,68483
68486,68582
68675,68579
68582,68678
68771,68675
68678,68774
68867,68771
68774,68870
68963,68867
68870,68966
69059,68963
68966,69062
69155,69059
69062,69158
69251,69155
69158,69254
69347,69251
69254,69350
69443,69347
69350,69446
69539,69443
69446,69542
69635,69539
69542,69638
69731,69635
69638,69734
69827,69731
69734,69830
69923,69827
69830,69926
70019,69923
69926,70022
70115,70019
70022,70118
70211,70115
70118,70214
70307,70211
70214,70310
70403,70307
70310,70406
70499,70403
70406,70502
70595,70499
70502,70598
70691,70595
70598,70694
70787,70691
70694,70790
70883,70787
70790,70886
70979,70883
70886,70982
71075,70979
70982,71078
71171,71075
71078,71174
71267,71171
71174,71270
71363,71267
71270,71366
71459,71363
71366,71462
71555,71459
71462,71558
71651,71555
71558,71654
71747,71651
71654,71750
71843,71747
71750,71846
71939,71843
71846,71942
72035,71939
71942,72038
72131,72035
72038,72134
72227,72131
72134,72230
72323,72227
72230,72326
72419,72323
72326,72422
72515,72419
72422,72518
72611,72515
72518,72614
72707,72611
72614,72710
72803,72707
72710,72806
72899,72803
72806,72902
72995,72899
72902,72998
73091,72995
72998,73094
73187,73091
73094,73190
73283,73187
73190,73286
73379,73283
73286,73382
73475,73379
73382,73478
73571,73475
73478,73574
73667,73571
73574,73670
73763,73667
73670,73766
73859,73763
73766,73862
73955,73859
73862,73958
74051,73955
73958,74054
74147,74051
74054,74150
74243,74147
74150,74246
74339,74243
74246,74342
74435,74339
74342,74438
74531,74435
74438,74534
74627,74531
74534,74630
74723,74627
74630,74726
74819,74723
74726,74822
74915,74819
74822,74918
75011,74915
74918,75014
75107,75011
75014,75110
75203,75107
75110,75206
75299,75203
75206,75302
75395,75299
75302,75398
75491,75395
75398,75494
75587,75491
75494,75590
75683,75587
75590,75686
75779,75683
75686,75782
75875,75779
75782,75878
75971,75875
75878,75974
76067,75971
75974,76070
76163,76067
76070,76166
76259,76163
76166,76262
76355,76259
76262,76358
76451,76355
76358,76454
76547,76451
76454,76550
76643,76547
76550,76646
76739,76643
76646,76742
76835,76739
76742,76838
76931,76835
76838,76934
77027,76931
76934,77030
77123,77027
77030,77126
77219,77123
77126,77222
77315,77219
77222,77318
77411,77315
77318,77414
77507,77411
77414,77510
77603,77507
77510,77606
77699,77603
77606,77702
77795,77699
77702,77798
77891,77795
77798,77894
77987,77891
77894,77990
78083,77987
77990,78086
78179,78083
78086,78182
78275,78179
78182,78278
78371,78275
78278,78374
78467,78371
78374,78470
78563,78467
78470,78566
78659,78563
78566,78662
78755,78659
78662,78758
78851,78755
78758,78854
78947,78851
78854,78950
79043,78947
78950,79046
79139,79043
79046,79142
79235,79139
79142,79238
79331,79235
79238,79334
79427,79331
79334,79430
79523,79427
79430,79526
79619,79523
79526,79622
79715,79619
79622,79718
79811,79715
79718,79814
79907,79811
79814,79910
80003,79907
79910,80006
80099,80003
80006,80102
80195,80099
80102,80198
80291,80195
80198,80294
80387,80291
80294,80390
80483,80387
80390,80486
80579,80483
80486,80582
80675,80579
80582,80678
80771,80675
80678,80774
80867,80771
80774,80870
80963,80867
80870,80966
81059,80963
80966,81062
81155,81059
81062,81158
81251,81155
81158,81254
81347,81251
81254,81350
81443,81347
81350,81446
81539,81443
81446,81542
81635,81539
81542,81638
81731,81635
81638,81734
81827,81731
81734,81830
81923,81827
81830,81926
82019,81923
81926,82022
82115,82019
82022,82118
82211,82115
82118,82214
82307,82211
82214,82310
82403,82307
82310,82406
82499,82403
82406,82502
82595,82499
82502,82598
82691,82595
82598,82694
82787,82691
82694,82790
82883,82787
82790,82886
82979,82883
82886,82982
83075,82979
82982,83078
83171,83075
83078,83174
83267,83171
83174,83270
83363,83267
83270,83366
83459,83363
83366,83462
83555,83459
83462,83558
83651,83555
83558,83654
83747,83651
83654,83750
83843,83747
83750,83846
83939,83843
83846,83942
84035,83939
83942,84038
84131,84035
84038,84134
84227,84131
84134,84230
84323,84227
84230,84326
84419,84323
84326,84422
84515,84419
84422,84518
84611,84515
84518,84614
84707,84611
84614,84710
84803,84707
84710,84806
84899,84803
84806,84902
84995,84899
84902,84998
85091,84995
84998,85094
85187,85091
85094,85190
85283,85187
85190,85286
85379,85283
85286,85382
85475,85379
85382,85478
85571,85475
85478,85574
85667,85571
85574,85670
85763,85667
85670,85766
85859,85763
85766,85862
85955,85859
85862,85958
86051,85955
85958,86054
86135,86051
86054,86150
86231,86135
86150,86246
86327,86231
86246,86342
86423,86327
86342,86438
86519,86423
86438,86534
86615,86519
86534,86630
86711,86615
86630,86726
86807,86711
86726,86822
86903,86807
86822,86918
86999,86903
86918,87014
87095,86999
87014,87110
87191,87095
87110,87206
87287,87191
87206,87302
87383,87287
87302,87398
87479,87383
87398,87494
87575,87479
87494,87590
87671,87575
87590,87686
87767,87671
87686,87782
87863,87767
87782,87878
87959,87863
87878,87974
88055,87959
87974,88070
88151,88055
88070,88166
88247,88151
88166,88262
88343,88247
88262,88358
88439,88343
88358,88454
88535,88439
88454,88550
88631,88535
88550,88646
88727,88631
88646,88742
88823,88727
88742,88838
88919,88823
88838,88934
89015,88919
88934,89030
89111,89015
89030,89126
89207,89111
89126,89222
89303,89207
89222,89318
89399,89303
89318,89414
89495,89399
89414,89510
89591,89495
89510,89606
89687,89591
89606,89702
89783,89687
89702,89798
89879,89783
89798,89894
89975,89879
89894,89990
90071,89975
89990,90086
90167,90071
90086,90182
90263,90167
90182,90278
90359,90263
90278,90374
90455,90359
90374,90470
90551,90455
90470,90566
90647,90551
90566,90662
90743,90647
90662,90758
90839,90743
90758,90854
90935,90839
90854,90950
91031,90935
90950,91046
91127,91031
91046,91142
91223,91127
91142,91238
91319,91223
91238,91334
91415,91319
91334,91430
91511,91415
91430,91526
91607,91511
91526,91622
91703,91607
91622,91718
91799,91703
91718,91814
91895,91799
91814,91910
91991,91895
91910,92006
92087,91991
92006,92102
92183,92087
92102,92198
92279,92183
92198,92294
92375,92279
92294,92390
92471,92375
92390,92486
92567,92471
92486,92582
92663,92567
92582,92678
92759,92663
92678,92774
92855,92759
92774,92870
92951,92855
92870,92966
93047,92951
92966,93062
93143,93047
93062,93158
93239,93143
93158,93254
93335,93239
93254,93350
93431,93335
93350,93446
93527,93431
93446,93542
93623,93527
93542,93638
93719,93623
93638,93734
93815,93719
93734,93830
93911,93815
93830,93926
94007,93911
93926,94022
94103,94007
94022,94118
94199,94103
94118,94214
94295,94199
94214,94310
94391,94295
94310,94406
94487,94391
94406,94502
94583,94487
94502,94598
94679,94583
94598,94694
94775,94679
94694,94790
94871,94775
94790,94886
94967,94871
94886,94982
95063,94967
94982,95078
95159,95063
95078,95174
95255,95159
95174,95270
95351,95255
95270,95366
95447,95351
95366,95462
95543,95447
95462,95558
95639,95543
95558,95654
95735,95639
95654,95750
95831,95735
95750,95846
95927,95831
95846,95942
96023,95927
95942,96038
96119,96023
96038,96134
96215,96119
96134,96230
96311,96215
96230,96326
96407,96311
96326,96422
96503,96407
96422,96518
96599,96503
96518,96614
96695,96599
96614,96710
96791,96695
96710,96806
96887,96791
96806,96902
96983,96887
96902,96998
97079,96983
96998,97094
97175,97079
97094,97190
97271,97175
97190,97286
97367,97271
97286,97382
97463,97367
97382,97478
97559,97463
97478,97574
97655,97559
97574,97670
97751,97655
97670,97766
97847,97751
97766,97862
97943,97847
97862,97958
98039,97943
97958,98054
98135,98039
98054,98150
98231,98135
98150,98246
98327,98231
98246,98342
98423,98327
98342,98438
98519,98423
98438,98534
98615,98519
98534,98630
98711,98615
98630,98726
98807,98711
98726,98822
98903,98807
98822,98918
98999,98903
98918,99014
99095,98999
99014,99110
99191,99095
99110,99206
99287,99191
99206,99302
99383,99287
99302,99398
99479,99383
99398,99494
99575,99479
99494,99590
99671,99575
99590,99686
99767,99671
99686,99782
99842,99767
99782,99878
99938,99842
99878,99974
100034,99938
99974,100070
100130,100034
100070,100166
100226,100130
100166,100262
100322,100226
100262,100358
100418,100322
100358,100454
100514,100418
100454,100550
100610,100514
100550,100646
100706,100610
100646,100742
100802,100706
100742,100838
100898,100802
100838,100934
100994,100898
100934,101030
101090,100994
101030,101126
101186,101090
101126,101222
101282,101186
101222,101318
101378,101282
101318,101414
101474,101378
101414,101510
101570,101474
101510,101606
101666,101570
101606,101702
101762,101666
101702,101798
101858,101762
101798,101894
101954,101858
101894,101990
102050,101954
101990,102086
102146,102050
102086,102182
102242,102146
102182,102278
102338,102242
102278,102374
102434,102338
102374,102470
102530,102434
102470,102566
102626,102530
102566,102662
102722,102626
102662,102758
102818,102722
102758,102854
102914,102818
102854,102950
103010,102914
102950,103046
103106,103010
103046,103142
103202,103106
103142,103238
103298,103202
103238,103334
103392,103298
103334,103430
103488,103392
103430,103526
103584,103488
103526,103622
103680,103584
103622,103718
103776,103680
103718,103814
103872,103776
103814,103910
103968,103872
103910,104006
104064,103968
104006,104102
104160,104064
104102,104198
104256,104160
104198,104294
104352,104256
104294,104390
104448,104352
104390,104486
104544,104448
104486,104582
104640,104544
104582,104678
104736,104640
104678,104774
104832,104736
104774,104870
104928,104832
104870,104966
105024,104928
104966,105062
105120,105024
105062,105158
105216,105120
105158,105254
105312,105216
105254,105350
105408,105312
105350,105446
105504,105408
105446,105542
105600,105504
105542,105638
105696,105600
105638,105734
105792,105696
105734,105830
105888,105792
