NodeIndex,x,y,velocity
423,0.49894738,0.858934998,9.056390329
424,0.471886102,0.819171838,9.039393611
425,0.538960077,0.859940279,9.056538923
426,0.56444301,0.893518462,9.0784858
427,0.579639947,0.927073416,9.115920801
428,0.635976928,0.95286201,9.169768727
429,0.614883784,0.930426879,9.121274732
430,0.842105263,1.0,0.0
431,0.807017544,0.992125171,8.425771324
432,0.69822407,0.969964569,9.262488065
433,0.669140099,0.954004672,9.172408244
434,0.73684448,0.982660311,9.262066711
435,0.733957815,0.970018356,9.260686877
436,0.771930426,0.982685907,9.259805394
437,0.706603932,0.100896605,9.088454858
438,0.7460578,0.075167422,9.116274481
439,0.69915442,0.146120175,9.054986602
440,0.664562289,0.169686598,9.043979707
441,0.628763935,0.214269918,9.027805916
442,0.480826082,0.65349495,9.012804333
443,0.510449056,0.621043051,9.011597616
444,0.595621511,0.285205672,9.017270989
445,0.568875815,0.33878015,9.013022476
446,0.548752632,0.390208585,9.010956792
447,0.520221822,0.574896509,9.0102475
448,0.541039983,0.447899856,9.009878543
449,0.540128589,0.515356225,9.009678696
450,1.01754386,0.0,0.0
451,0.844636145,0.03091405,9.27420109
452,0.802679059,0.046846832,9.176823434
453,0.782123844,0.068012066,9.128203696
454,0.835732897,0.048508287,9.170104451
455,0.912281758,0.017727389,9.270284933
456,0.880410642,0.030966609,9.270022988
457,0.98245614,0.008088206,8.334619593
458,0.947365506,0.017745539,9.267444181
459,0.877192982,1.0,0.0
460,0.490204125,0.747057113,9.022632924
461,0.497431024,0.695443023,9.015993322
462,0.53102671,0.804135082,9.035459986
463,0.577816885,0.843374753,9.047976336
464,0.609681884,0.893609495,9.079438855
465,0.650657455,0.924194748,9.110495284
466,0.842105263,0.992108186,8.433358476
467,0.80701579,0.982675376,9.258245085
468,0.705402664,0.954566317,9.171832674
469,0.687601158,0.932240172,9.123177377
470,0.768341009,0.970477668,9.260059028
471,0.740014192,0.954590787,9.170161131
472,0.802516771,0.970317399,9.257232804
473,0.737989052,0.121546732,9.071204257
474,0.776325429,0.101903295,9.088310353
475,0.729446126,0.169450285,9.045272685
476,0.692965628,0.211052156,9.028957274
477,0.658396491,0.279880258,9.018224545
478,0.530551305,0.663672262,9.013764919
479,0.551194211,0.616272111,9.011771852
480,0.584349366,0.423433411,9.010588734
481,0.629742435,0.331149041,9.013886042
482,0.60490676,0.381318751,9.011638381
483,0.568529556,0.56998765,9.010577842
484,0.594364347,0.47333848,9.010194357
485,0.592537865,0.529570792,9.010236764
486,0.641872553,0.47330358,9.010531124
487,1.052631579,0.0,0.0
488,1.01754386,0.008111005,8.344406333
489,0.86833771,0.050029299,9.163114407
490,0.81748781,0.076140066,9.114107042
491,0.851947867,0.070449889,9.123347853
492,0.916045308,0.030226743,9.268947328
493,0.90505119,0.047531934,9.170822661
494,0.982451542,0.017794052,9.265445918
495,0.950290807,0.030790405,9.263758655
496,1.087719298,0.0,0.0
497,0.877192982,0.992095034,8.437890904
498,0.912280702,1.0,0.0
499,0.54687201,0.720874544,9.018604868
