x,y
1.955493118,0.115902643
2,0.083386078
1.438596491,1
1.473684211,0.991809677
1.508772932,0.981974335
1.505276056,0.968533221
1.478289768,0.953222783
1.463808726,0.932236042
1.377330725,0.810265134
1.408317144,0.847149327
1.390645716,0.739411886
1.400451315,0.682460523
1.434769005,0.8842496
1.468933204,0.89880697
1.470699877,0.515039273
1.438460888,0.635827198
1.458285031,0.56566539
1.511372702,0.478423871
1.558582095,0.433205305
1.618028473,0.399777883
1.672736814,0.365231392
1.730838063,0.328924436
1.790192418,0.291487323
1.848176391,0.257368943
1.902353398,0.218229172
1.952952903,0.177497552
2,0.139775622
1.473684211,1
1.50877193,0.991806516
1.543864049,0.981994786
1.541047374,0.968786992
1.515828957,0.950805746
1.499437659,0.924417501
1.576695718,0.968884826
1.425676646,0.7859003
1.446276352,0.829272512
1.448273548,0.708726594
1.487115126,0.661679026
1.475958173,0.848799417
1.507708018,0.877742558
1.512557004,0.538809336
1.506147499,0.606382106
1.564470487,0.500310476
1.617567371,0.466458252
1.672870885,0.432661557
1.72867855,0.398204749
1.784341409,0.363427533
1.841406552,0.330667005
1.896985311,0.299771746
1.949190316,0.26285454
2,0.213304213
1.50877193,1
1.543859649,0.991815812
1.578955302,0.982045296
1.548763581,0.953002784
1.53429617,0.931638201
1.539628653,0.895550527
1.608729731,0.971264292
1.586103511,0.951381856
1.529250292,0.657927738
1.483216393,0.780576346
1.511291507,0.707135373
1.514846067,0.822148514
1.547590236,0.84006503
1.564366426,0.567034898
1.566474464,0.627514118
1.618600758,0.532805306
1.672851526,0.499988986
1.728122504,0.46656412
1.783217315,0.43243206
1.838777386,0.398575331
1.893638576,0.365925969
1.947650505,0.333620176
2,0.290854251
1.543859649,1
1.578947368,0.991838771
1.614046354,0.982126566
1.645528428,0.969225992
1.570210678,0.923153023
1.578529159,0.876286849
1.618922202,0.953439017
1.603880812,0.932640139
1.654436661,0.953056437
1.564860738,0.686269324
1.556048784,0.768997291
1.586074381,0.821462756
1.617948277,0.596388083
1.614182602,0.651899198
1.672643481,0.566897265
1.727228654,0.534700014
1.783107334,0.501037838
1.838072454,0.466535302
1.892670419,0.432930229
1.946637913,0.399972544
2,0.367144382
1.578947368,1
1.614035088,0.991875712
1.649137263,0.98223183
1.681128673,0.969643047
1.610025139,0.899087065
1.620929424,0.847949817
1.639632018,0.924673511
1.687763202,0.954296806
1.671947869,0.934281459
1.6142165,0.712521843
1.626294449,0.781799144
1.670706061,0.632458469
1.65548242,0.680066321
1.724778587,0.604105478
1.781718931,0.5695527
1.837666143,0.534556043
1.89235524,0.500093529
1.946347068,0.466615312
2,0.433572191
1.614035088,1
1.649122807,0.991923559
1.684228342,0.982363903
1.716488119,0.969545711
1.721650042,0.953662009
1.647875385,0.881094073
1.659475054,0.831281811
1.677149416,0.904562689
1.706804901,0.927102854
1.669850082,0.725843841
1.675392621,0.783278014
1.71466387,0.68021585
1.779977233,0.640267945
1.837555634,0.602648884
1.892197922,0.567364891
1.94625699,0.533251338
2,0.5
1.649122807,1
1.684210526,0.991983592
1.719318991,0.982531499
1.750530426,0.969872083
1.755288115,0.954773377
1.739490287,0.935046383
1.688418186,0.860159024
1.697547122,0.817645567
1.710657649,0.88864979
1.740771677,0.902600204
1.723752425,0.764690792
