 x,y,velocity
1.183903467,0.787361161,9.034329516
1.21160468,0.836731876,9.051528923
1.197226052,0.737053365,9.024066378
1.330044563,0.968714966,9.221045907
1.3333243,0.982187757,9.218861077
1.303541168,0.951918135,9.16139099
1.364703893,0.969195031,9.220684852
1.3684133,0.982117882,9.218558202
1.188121622,0.682081211,9.017282662
1.257074013,0.474150917,9.012327463
1.25467981,0.526350436,9.01237929
1.216645278,0.624308305,9.014213951
1.244456057,0.579034626,9.012968465
1.343344025,0.34082215,9.015501221
1.324717862,0.396113345,9.013368198
1.308887594,0.450819025,9.012515168
1.415349679,0.262371277,9.024780752
1.398195272,0.320908905,9.01703737
1.542829224,0.15067184,9.061660506
1.50977429,0.174203834,9.050562142
1.477735006,0.225985263,9.032846474
1.576693947,0.171638162,9.053165001
1.61246376,0.148257976,9.064180749
1.653832033,0.120376234,9.08067785
1.695422749,0.099840249,9.095791963
1.7317945,0.077055088,9.114602991
1.784342265,0.046699775,9.165732362
1.766781543,0.069410677,9.124402487
1.818091524,0.05101866,9.156783028
1.8567851,0.051735878,9.15510105
1.910294225,0.02836397,9.187606725
1.929871196,0.01498431,9.098987023
1.895162506,0.045988315,9.165598078
1.936952862,0.025807623,9.172001982
1.9649316,0.014663694,9.088190595
1.243143071,0.890435029,9.080936093
1.284321055,0.923055162,9.110567054
1.231132503,0.780512233,9.032580199
1.258235043,0.82950298,9.049244275
1.240669694,0.720070007,9.021825065
1.341536464,0.949760087,9.155022944
1.32198753,0.929312562,9.120241595
1.400430623,0.969574389,9.220017479
1.403502482,0.982058825,9.21843394
1.377769239,0.949777908,9.155346257
1.253144825,0.666221673,9.016441456
1.313240552,0.508171436,9.012385042
1.296130182,0.563601222,9.0128239
1.27330118,0.615523621,9.014084887
1.346255366,0.472104861,9.012459389
1.377540739,0.3766278,9.013992232
1.357348417,0.42973786,9.01282064
1.455151671,0.301341895,9.018995192
1.433165896,0.358485019,9.014801188
1.543081649,0.214429636,9.03605299
1.514409193,0.286496378,9.021373416
1.605725643,0.212530015,9.036641005
1.64491872,0.167709877,9.055355123
1.683668918,0.15061794,9.063267283
1.726379924,0.124717738,9.078406291
1.767022666,0.105833388,9.091207215
1.798357377,0.079443584,9.112155325
1.840316433,0.081253184,9.108716626
1.882755115,0.07218695,9.117413235
1.930213805,0.044131781,9.165809376
1.915899949,0.063574158,9.127711334
1.436025258,0.96896833,9.21730792
1.43859204,0.982011769,9.21822161
1.290226213,0.871913565,9.069619159
1.322725576,0.89777917,9.088935632
1.281335625,0.766781934,9.029565322
1.300393972,0.817446632,9.045836006
1.298669605,0.711849415,9.021152636
1.360299847,0.918442776,9.106674087
1.409132147,0.953565123,9.163962422
1.394893524,0.929016793,9.1206134
1.314278168,0.655466237,9.015829887
1.362539718,0.504295523,9.012436995
1.355947624,0.550306547,9.012776838
1.335155867,0.602220667,9.013791529
1.38926055,0.467500458,9.01250073
1.412505432,0.41467824,9.013118132
1.48990368,0.342605598,9.015780077
1.466253109,0.395444861,9.013555242
1.574404238,0.279481964,9.022899214
1.547396437,0.329761986,9.016838628
1.625082172,0.274355086,9.024197091
1.669031186,0.217974859,9.035120676
1.715248373,0.177596102,9.05045716
1.763867475,0.158753924,9.058204524
1.814095723,0.131244235,9.07185366
1.869950935,0.114210786,9.080275727
1.914863419,0.094323014,9.094736968
1.470745817,0.968825345,9.216399555
1.473682195,0.981981289,9.218055391
1.445485427,0.951336003,9.158370306
1.334271055,0.848228563,9.05736287
1.36655892,0.87167646,9.07074189
1.337901922,0.770806117,9.031248537
1.352060526,0.697103911,9.01960649
1.399017107,0.895764649,9.087404042
1.4292642,0.924052939,9.11433837
1.373337005,0.639878135,9.014958449
1.409057752,0.521913511,9.012519381
1.395565315,0.586128254,9.013488248
1.451543396,0.460331968,9.012569142
1.523066869,0.38407386,9.013960803
1.503531093,0.429092811,9.012952917
1.571948625,0.374255651,9.014385706
1.611953471,0.3318362,9.016817343
1.674077536,0.299989438,9.020362547
1.734943343,0.240002298,9.030027215
1.801348352,0.205290003,9.03954565
1.857488907,0.177383436,9.049228717
1.909008641,0.137957475,9.064593853
1.505276056,0.968533221,9.214422092
1.508772932,0.981974335,9.217168907
1.478289768,0.953222783,9.16235862
1.463808726,0.932236042,9.124753731
1.377330725,0.810265134,9.042786523
1.408317144,0.847149327,9.058924501
1.390645716,0.739411886,9.026056667
1.400451315,0.682460523,9.018436554
1.434769005,0.8842496,9.079072574
1.468933204,0.89880697,9.090641473
1.470699877,0.515039273,9.012519886
1.438460888,0.635827198,9.014750165
1.458285031,0.56566539,9.013113341
1.511372702,0.478423871,9.012485975
1.558582095,0.433205305,9.012828314
1.618028473,0.399777883,9.013420624
1.672736814,0.365231392,9.01463248
1.730838063,0.328924436,9.016830977
1.790192418,0.291487323,9.020960004
1.848176391,0.257368943,9.02681908
1.902353398,0.218229172,9.035762313
1.541047374,0.968786992,9.21379247
1.543864049,0.981994786,9.2153247
1.515828957,0.950805746,9.156433136
1.499437659,0.924417501,9.113534724
1.576695718,0.968884826,9.211332414
1.425676646,0.7859003,9.035328234
1.446276352,0.829272512,9.051828102
1.448273548,0.708726594,9.021501865
1.487115126,0.661679026,9.016771786
1.475958173,0.848799417,9.060729894
1.507708018,0.877742558,9.076369686
1.512557004,0.538809336,9.012684344
1.506147499,0.606382106,9.013807098
1.564470487,0.500310476,9.012391084
1.617567371,0.466458252,9.012363797
1.672870885,0.432661557,9.012551181
1.72867855,0.398204749,9.013090599
1.784341409,0.363427533,9.014168266
1.841406552,0.330667005,9.016035456
1.896985311,0.299771746,9.019184584
1.578955302,0.982045296,9.213453468
1.548763581,0.953002784,9.160641615
1.53429617,0.931638201,9.122327554
1.539628653,0.895550527,9.088910653
1.608729731,0.971264292,9.213907244
1.586103511,0.951381856,9.15664357
1.529250292,0.657927738,9.016583867
1.483216393,0.780576346,9.033939632
1.511291507,0.707135373,9.021606907
1.514846067,0.822148514,9.049632085
1.547590236,0.84006503,9.057406685
1.564366426,0.567034898,9.012929572
1.566474464,0.627514118,9.01460901
1.618600758,0.532805306,9.012390762
1.672851526,0.499988986,9.012054641
1.728122504,0.46656412,9.011894359
1.783217315,0.43243206,9.011959894
1.838777386,0.398575331,9.01231413
1.893638576,0.365925969,9.013157697
1.614046354,0.982126566,9.210529351
1.645528428,0.969225992,9.208841054
1.570210678,0.923153023,9.111203307
1.578529159,0.876286849,9.076378484
1.618922202,0.953439017,9.159343956
1.603880812,0.932640139,9.123185772
1.654436661,0.953056437,9.157433907
1.564860738,0.686269324,9.018931787
1.556048784,0.768997291,9.031026472
1.586074381,0.821462756,9.049892762
1.617948277,0.596388083,9.013457791
1.614182602,0.651899198,9.015909921
1.672643481,0.566897265,9.012588673
1.727228654,0.534700014,9.011916099
1.783107334,0.501037838,9.011430488
1.838072454,0.466535302,9.011134139
1.892670419,0.432930229,9.011040345
1.649137263,0.98223183,9.206710131
1.681128673,0.969643047,9.207540153
1.610025139,0.899087065,9.091588482
1.620929424,0.847949817,9.061841689
1.639632018,0.924673511,9.112872031
1.687763202,0.954296806,9.158866692
1.671947869,0.934281459,9.124896284
1.6142165,0.712521843,9.022177329
1.626294449,0.781799144,9.034086368
1.670706061,0.632458469,9.014642597
1.65548242,0.680066321,9.018055741
1.724778587,0.604105478,9.013211951
1.781718931,0.5695527,9.012019265
1.837666143,0.534556043,9.011155649
1.89235524,0.500093529,9.010554005
1.684228342,0.982363903,9.202584197
1.716488119,0.969545711,9.204484097
1.721650042,0.953662009,9.15673316
1.647875385,0.881094073,9.079328511
1.659475054,0.831281811,9.054148856
1.677149416,0.904562689,9.096435563
1.706804901,0.927102854,9.115497585
1.669850082,0.725843841,9.024334957
1.675392621,0.783278014,9.034692514
1.71466387,0.68021585,9.017530645
1.779977233,0.640267945,9.014475316
1.837555634,0.602648884,9.012449301
1.892197922,0.567364891,9.01113835
1.719318991,0.982531499,9.1972389
1.750530426,0.969872083,9.201852754
1.755288115,0.954773377,9.157670151
1.739490287,0.935046383,9.124835109
1.688418186,0.860159024,9.066914515
1.697547122,0.817645567,9.047790981
1.710657649,0.88864979,9.085323892
1.740771677,0.902600204,9.09546435
1.723752425,0.764690792,9.030413704
1.780813499,0.708197859,9.020640691
1.837449575,0.670047383,9.016154039
1.892386346,0.634283138,9.013312534
1.754406816,0.982736614,9.191042367
1.783672634,0.970707093,9.198715137
1.788298505,0.956253902,9.160165466
1.773269996,0.926518437,9.114336023
1.740222724,0.848366145,9.058769528
1.772581906,0.888272838,9.085081006
1.787777058,0.78928827,9.037068979
1.840087447,0.739321148,9.02561236
1.894178565,0.705874122,9.01970774
1.789492569,0.982906192,9.186731159
1.818453862,0.971711981,9.196749584
1.806670765,0.937010439,9.127635935
1.823395645,0.958051666,9.163826981
1.808004279,0.905469823,9.096028174
1.800214631,0.855964551,9.062731572
1.847952778,0.824323204,9.047782086
1.897911423,0.78881421,9.036749369
1.824586029,0.982997892,9.183188735
1.854319483,0.971838381,9.193339969
1.83902235,0.931791988,9.121153376
1.858767234,0.958283393,9.164413247
1.856374817,0.88934693,9.081288663
1.904792001,0.860976196,9.06307532
1.859688938,0.983246125,9.173207258
1.888915453,0.973676409,9.187724235
1.880603927,0.936230889,9.126395533
1.893156249,0.961959391,9.167449073
1.914033751,0.910671856,9.097534334
1.894782371,0.983761606,9.154838058
1.922591135,0.971110913,9.17829293
1.926298013,0.951981591,9.147219105
1.92985792,0.98421503,9.138077469
1.956904719,0.972039632,9.170357379
1.964926523,0.984441741,9.133554774
0,0.007386141,9
0,0,4.5
0.035087719,0.007471007,8.940956161
0.035087719,0,0
0.070175439,0.007575544,8.599147053
0.070175439,0,0
0.105263158,0.007665717,8.344394452
0.105263158,0,0
0.140350877,0.007733466,8.216408691
0.140350877,0,0
0.175438596,0.007801216,8.185023398
0.175438596,0,0
0,0.99340242,9
0.035087719,0.99340242,8.883575369
0,1,4.5
0.035087719,1,0
0.210526316,0.007813109,8.164224323
0.210526316,0,0
0.070175439,0.993182894,8.619226148
0.070175439,1,0
0.245614035,0.007801766,8.148958972
0.245614035,0,0
0.280701754,0.00780185,8.14833359
0.280701754,0,0
0.315789474,0.007821189,8.159377726
0.315789474,0,0
0.105263158,0.992920511,8.445731524
0.105263158,1,0
0.140350877,0.992659131,8.396798222
0.140350877,1,0
0.350877193,0.007838317,8.166240345
0.350877193,0,0
0.175438596,0.992426908,8.423555514
0.175438596,1,0
0.210526316,0.992235755,8.464236729
0.210526316,1,0
0.385964912,0.007838392,8.164805375
0.385964912,0,0
0.421052632,0.007830779,8.165582851
0.421052632,0,0
0.456140351,0.007834609,8.177953371
0.456140351,0,0
0.245614035,0.992090937,8.492745835
0.245614035,1,0
0.280701754,0.991998038,8.502445539
0.280701754,1,0
0.49122807,0.007860452,8.20392279
0.49122807,0,0
0.526315789,0.007905425,8.237790386
0.526315789,0,0
0.315789474,0.991963129,8.499223171
0.315789474,1,0
0.350877193,0.991986475,8.482004016
0.350877193,1,0
0.561403509,0.00795989,8.27058706
0.561403509,0,0
0.385964912,0.992045538,8.455884552
0.385964912,1,0
0.421052632,0.992101518,8.433618576
0.421052632,1,0
0.456140351,0.992146697,8.418038457
0.456140351,1,0
0.596491228,0.008013964,8.29741175
0.596491228,0,0
0.49122807,0.992196573,8.400541465
0.49122807,1,0
0.631578947,0.00806136,8.32164647
0.631578947,0,0
0.666666667,0.008101791,8.337213498
0.666666667,0,0
0.526315789,0.992227132,8.38854209
0.526315789,1,0
0.561403509,0.9922115,8.397880591
0.561403509,1,0
0.701754386,0.008136,8.347553533
0.701754386,0,0
0.736842105,0.008160008,8.35244916
0.736842105,0,0
0.596491228,0.992165855,8.418975098
0.596491228,1,0
0.631578947,0.992120534,8.434916751
0.631578947,1,0
0.771929825,0.008163937,8.351154537
0.771929825,0,0
0.807017544,0.008142621,8.341728938
0.807017544,0,0
0.666666667,0.992097619,8.438167864
0.666666667,1,0
0.701754386,0.992100997,8.434314967
0.701754386,1,0
0.842105263,0.008106274,8.327284937
0.842105263,0,0
0.877192982,0.008072776,8.314743605
0.877192982,0,0
0.736842105,0.992118323,8.42643106
0.736842105,1,0
0.771929825,0.992129958,8.422123094
0.771929825,1,0
0.912280702,0.008057904,8.311416022
0.912280702,0,0
0.947368421,0.008066154,8.320560464
0.947368421,0,0
0.807017544,0.992125171,8.425771324
0.807017544,1,0
0.98245614,0.008088206,8.334619593
0.98245614,0,0
0.842105263,0.992108186,8.433358476
0.842105263,1,0
1.01754386,0.008111005,8.344406333
1.01754386,0,0
0.877192982,0.992095034,8.437890904
0.877192982,1,0
1.052631579,0.008121608,8.347962012
1.052631579,0,0
1.087719298,0.008112577,8.344534987
1.087719298,0,0
0.912280702,0.992117241,8.428613857
0.912280702,1,0
1.122807018,0.008089862,8.336281973
1.122807018,0,0
1.157894737,0.008059339,8.324800689
1.157894737,0,0
1.192982456,0.008009067,8.306509082
1.192982456,0,0
0.947368421,0.99217928,8.402295793
0.947368421,1,0
1.228070175,0.007936804,8.279340669
1.228070175,0,0
1.263157895,0.007870435,8.253408939
1.263157895,0,0
1.298245614,0.007840749,8.244403506
1.298245614,0,0
0.98245614,0.992226616,8.381443324
0.98245614,1,0
1.01754386,0.992211227,8.390554797
1.01754386,1,0
1.333333333,0.007856579,8.259835359
1.333333333,0,0
1.368421053,0.007905028,8.287715197
1.368421053,0,0
1.052631579,0.992144422,8.420084112
1.052631579,1,0
1.403508772,0.007966156,8.315133726
1.403508772,0,0
1.438596491,0.00802217,8.335908327
1.438596491,0,0
1.087719298,0.992079683,8.442827803
1.087719298,1,0
1.473684211,0.008061121,8.345642622
1.473684211,0,0
1.50877193,0.00807974,8.346515904
1.50877193,0,0
1.543859649,0.008086882,8.347399237
1.543859649,0,0
1.578947368,0.008093017,8.34847352
1.578947368,0,0
1.122807018,0.992065697,8.443070539
1.122807018,1,0
1.614035088,0.008095605,8.349210449
1.614035088,0,0
1.649122807,0.008089348,8.347426882
1.649122807,0,0
1.157894737,0.992078381,8.436636103
1.157894737,1,0
1.684210526,0.008083554,8.346664121
1.684210526,0,0
1.719298246,0.008090333,8.351815686
1.719298246,0,0
1.192982456,0.992067351,8.442981966
1.192982456,1,0
1.754385965,0.00807097,8.345320089
1.754385965,0,0
1.789473684,0.007963723,8.303770789
1.789473684,0,0
1.824561404,0.007764439,8.227006913
1.824561404,0,0
1.859649123,0.007468078,8.112843473
1.859649123,0,0
1.228070175,0.992029521,8.461187405
1.228070175,1,0
1.894736842,0.007102519,7.965956935
1.894736842,0,0
1.929824561,0.00681105,7.84554667
1.929824561,0,0
1.964912281,0.006665315,7.783806827
1.964912281,0,0
1.263157895,0.991982281,8.48182554
1.263157895,1,0
2,0,0
2,0.006665315,7.796590321
1.298245614,0.991939691,8.498869435
1.298245614,1,0
1.333333333,0.991903526,8.511258944
1.333333333,1,0
1.368421053,0.991871765,8.520746391
1.368421053,1,0
1.403508772,0.99184492,8.528639848
1.403508772,1,0
1.438596491,0.991823531,8.535014231
1.438596491,1,0
1.473684211,0.991809677,8.537727123
1.473684211,1,0
1.50877193,0.991806516,8.537666541
1.50877193,1,0
1.543859649,0.991815812,8.534408583
1.543859649,1,0
1.578947368,0.991838771,8.526265964
1.578947368,1,0
1.614035088,0.991875712,8.51365019
1.614035088,1,0
1.649122807,0.991923559,8.497406244
1.649122807,1,0
1.684210526,0.991983592,8.475917058
1.684210526,1,0
1.719298246,0.992059772,8.449000523
1.719298246,1,0
1.754385965,0.992153006,8.416765992
1.754385965,1,0
1.789473684,0.992230087,8.389335962
1.789473684,1,0
1.824561404,0.992271769,8.374904697
1.824561404,1,0
1.859649123,0.992384602,8.33021703
1.859649123,1,0
1.894736842,0.992618912,8.237218617
1.894736842,1,0
1.929824561,0.992825013,8.155503406
1.929824561,1,0
1.964912281,0.992928064,8.113348037
1.964912281,1,0
2,0.992928064,8.119705969
2,1,0
