 x,y,velocity
0.320709796,0.029632908,9.312607858
0.350875192,0.017244297,9.326993922
0.225348987,0.072212114,9.139522994
0.161766771,0.073142854,9.134828476
0.197250661,0.085358039,9.112680326
0.221156802,0.099992141,9.085683417
0.129066195,0.103912035,9.072294028
0.090132497,0.135113146,9.028719043
0.135664682,0.975379617,9.342766333
0.140293138,0.983850088,9.398672679
0.172683897,0.97174758,9.301342853
0.175386758,0.983339198,9.372499822
0.10493658,0.958719867,9.2279217
0.076169963,0.943283,9.12839452
0.356587568,0.02903797,9.31427335
0.385964719,0.017244463,9.3218017
0.277264203,0.047226425,9.203639804
0.260305559,0.067396408,9.147269182
0.314537516,0.045895239,9.204553853
0.350063614,0.046088956,9.20045851
0.257898745,0.097761427,9.088405949
0.184938481,0.118790371,9.063070934
0.234175727,0.136443928,9.05456055
0.097515918,0.206508928,9.010210873
0.142788031,0.165844059,9.029022792
0.101300046,0.291819748,9.003188929
0.105138201,0.364826478,9.001626868
0.13928975,0.959541444,9.233715485
0.207936669,0.971156233,9.292713352
0.210483976,0.98291866,9.357662953
0.176953074,0.95802256,9.220010811
0.085415135,0.905361255,9.058545059
0.117521879,0.932446952,9.129550696
0.241710349,0.969939168,9.27962876
0.245583604,0.982600062,9.348515235
0.106276255,0.432009138,9.001132911
0.106516673,0.499359781,9.000983899
0.390997695,0.029966088,9.309352858
0.421051801,0.017227713,9.313928091
0.425758369,0.030078377,9.306512631
0.456136096,0.01723614,9.304720981
0.46117654,0.029808488,9.303082034
0.491219432,0.017292995,9.296703728
0.386062905,0.045881997,9.199927879
0.296605396,0.07740609,9.121303606
0.333314149,0.068173633,9.139672527
0.365942929,0.074297693,9.125527254
0.272756792,0.135097769,9.055864525
0.295571734,0.111031934,9.072904127
0.266069389,0.180107719,9.033918807
0.207813119,0.19357823,9.026325645
0.15246426,0.250233314,9.010343035
0.1576159,0.328620313,9.004647351
0.15974022,0.396792917,9.002814769
0.160162992,0.931012178,9.133892332
0.215860363,0.955861817,9.203612393
0.195175415,0.936768578,9.150538461
0.093543992,0.852501322,9.022309934
0.140226337,0.887133488,9.062963649
0.099216327,0.77496063,9.008133073
0.106198454,0.566546956,9.001181926
0.105433798,0.633384375,9.001747242
0.104020013,0.699607251,9.002982614
0.277599356,0.969215718,9.276179819
0.280684952,0.982395684,9.341906575
0.254618021,0.949803305,9.182116843
0.315786565,0.982318883,9.332858582
0.313362888,0.969553536,9.278280703
0.160230213,0.465085063,9.00218935
0.159854775,0.532955104,9.002220083
0.421765727,0.04619433,9.197733755
0.496196797,0.029584258,9.299263099
0.526303802,0.017391934,9.291265047
0.529885288,0.029866449,9.293621747
0.561390143,0.017511759,9.286778207
0.45689344,0.045493352,9.200351013
0.490300567,0.044369333,9.203968585
0.404275911,0.072820202,9.127447296
0.337011957,0.105635497,9.07718632
0.384595129,0.108463804,9.07347282
0.312989051,0.15638487,9.043201071
0.302765025,0.212749829,9.025911479
0.266398595,0.242538177,9.018538557
0.219718094,0.27670597,9.011178618
0.214302436,0.359919899,9.005495301
0.21476806,0.430212449,9.003924298
0.19144197,0.905887565,9.094088303
0.233056101,0.921638273,9.117268672
0.144838927,0.826665012,9.023842941
0.188659468,0.85606013,9.04555446
0.150879548,0.737674472,9.009057296
0.158925093,0.600422695,9.002928308
0.15741064,0.667427732,9.00448059
0.347970509,0.969046132,9.275253251
0.350885206,0.982370244,9.320390325
0.382333548,0.969246285,9.27419914
0.385977729,0.982500184,9.30782734
0.289276164,0.951859205,9.185188347
0.270553845,0.929463399,9.131191331
0.321452874,0.952741325,9.185486674
0.566413859,0.028208503,9.29666166
0.596478295,0.01763072,9.287283475
0.214123501,0.499098868,9.003487054
0.21283089,0.567022114,9.003996749
0.441229065,0.071537503,9.129166159
0.556801392,0.045796503,9.195919119
0.523973049,0.044150424,9.203260364
0.475930243,0.068096071,9.135588528
0.504799373,0.063152479,9.145389595
0.425283342,0.107492316,9.074240754
0.366166372,0.159760939,9.041715405
